natural_week,natural_week_start,natural_week_end,herd_trade_date,P_t,H1t,H2t,H3t,H3t_mean_in_week,herd_rows_in_week,price_week_close_date,open,high,low,close,volume,trading_days,Ret_t,H3_lag1,H3_lag2,H3_lag3,H3_lag4,H3_lag5,P_t_lag1,P_t_lag2,P_t_lag3,H3_roll_mean_3,H3_roll_std_3,H3_roll_mean_5,H3_roll_std_5,P_t_roll_mean_3,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,quarter_1,quarter_2,quarter_3,quarter_4
2015-03-02/2015-03-08,2015-03-02,2015-03-08,2015-03-04,0.8056872037914692,0.034250752259909,0.3886255924170616,0.1004020299948512,0.1004020299948512,1,2015-03-06,3603.45,3608.69,3467.68,3478.52,1108733456.0,5,-0.026399167049182215,0.0047564087257761,0.1666804974114908,0.0,0.1739020994782231,0.2014230645840464,0.7763975155279503,0.83125,0.6944444444444444,0.05714563537908896,0.0774771809689132,0.10935241403990728,0.08812315304038437,0.767363986657465,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-03-09/2015-03-15,2015-03-09,2015-03-15,2015-03-11,0.848314606741573,0.0713698158006069,0.3033707865168539,0.30011918947567,0.30011918947567,1,2015-03-13,3449.7,3641.39,3417.49,3617.66,1129685296.0,5,0.03999977001713373,0.1004020299948512,0.0047564087257761,0.1666804974114908,0.0,0.1739020994782231,0.8056872037914692,0.7763975155279503,0.83125,0.09061297871070602,0.06646664209941441,0.08914820712206825,0.07535317552158473,0.8044449064398065,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-03-16/2015-03-22,2015-03-16,2015-03-22,2015-03-18,0.8131313131313131,-0.002281018383935,0.3737373737373737,0.0,0.0,1,2015-03-20,3641.77,3916.86,3621.12,3892.57,1855619136.0,5,0.07599111027570316,0.30011918947567,0.1004020299948512,0.0047564087257761,0.1666804974114908,0.0,0.848314606741573,0.8056872037914692,0.7763975155279503,0.1350925427320991,0.12305111896703012,0.11439162512155762,0.11183012802476272,0.8101331086869975,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-03-23/2015-03-29,2015-03-23,2015-03-29,2015-03-25,0.8669527896995708,0.0560701299014942,0.2660944206008584,0.2619607347039841,0.2619607347039841,1,2015-03-27,3923.08,3993.03,3883.78,3971.7,1885182496.0,5,0.020328471934994097,0.0,0.30011918947567,0.1004020299948512,0.0047564087257761,0.1666804974114908,0.8131313131313131,0.848314606741573,0.8056872037914692,0.1335070731568404,0.12473930117101857,0.11439162512155762,0.11183012802476272,0.8223777078881184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-03-30/2015-04-05,2015-03-30,2015-04-05,2015-04-01,0.7842465753424658,-0.0492749029985157,0.4315068493150684,0.1191405794655675,0.1191405794655675,1,2015-04-03,3999.02,4170.56,3999.02,4170.54,1854249792.0,5,0.05006420424503366,0.2619607347039841,0.0,0.30011918947567,0.1004020299948512,0.0047564087257761,0.8669527896995708,0.8131313131313131,0.848314606741573,0.1873599747265514,0.1333962443619038,0.13344767258005627,0.12629864518993747,0.8427995698574856,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015-04-06/2015-04-12,2015-04-06,2015-04-12,2015-04-09,0.8221153846153846,-0.006045936613346,0.3557692307692307,0.0135699836520999,0.0135699836520999,1,2015-04-10,4213.89,4351.69,4197.02,4344.42,1661929440.0,4,0.04169244270526118,0.1191405794655675,0.2619607347039841,0.0,0.30011918947567,0.1004020299948512,0.7842465753424658,0.8669527896995708,0.8131313131313131,0.12703377138985053,0.10709056444812781,0.15632450672801457,0.11025719269224779,0.8214435593911166,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015-04-13/2015-04-19,2015-04-13,2015-04-19,2015-04-16,0.784688995215311,-0.0369225204818726,0.430622009569378,0.0882570531358774,0.0882570531358774,1,2015-04-17,4394.05,4630.27,4335.63,4596.14,2316145728.0,5,0.057940990972327855,0.0135699836520999,0.1191405794655675,0.2619607347039841,0.0,0.30011918947567,0.8221153846153846,0.7842465753424658,0.8669527896995708,0.13155709927388384,0.10178447417670496,0.13895809745946433,0.12371484333104417,0.824438249885807,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015-04-20/2015-04-26,2015-04-20,2015-04-26,2015-04-23,0.7848101265822784,-0.0296908096359045,0.430379746835443,0.0699263692323856,0.0699263692323856,1,2015-04-24,4615.03,4782.04,4492.6,4702.64,2670551744.0,5,0.023171617922865817,0.0882570531358774,0.0135699836520999,0.1191405794655675,0.2619607347039841,0.0,0.784688995215311,0.8221153846153846,0.7842465753424658,0.07365587208451492,0.04431842010702099,0.09658567019150578,0.09396531025317618,0.7970169850577205,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015-04-27/2015-05-03,2015-04-27,2015-05-03,2015-04-30,0.7309644670050761,-0.0630008034337838,0.5380710659898478,0.0626026881831793,0.0626026881831793,1,2015-04-30,4753.87,4839.08,4695.79,4749.89,1916499520.0,4,0.01004754776040695,0.0699263692323856,0.0882570531358774,0.0135699836520999,0.1191405794655675,0.2619607347039841,0.7848101265822784,0.784688995215311,0.8221153846153846,0.05725113534012096,0.03178087215801702,0.11057094403798291,0.08312807573059791,0.7972048354709913,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015-05-04/2015-05-10,2015-05-04,2015-05-10,2015-05-08,0.8571428571428571,0.0764981137883445,0.2857142857142857,0.3408937110714486,0.3408937110714486,1,2015-05-08,4757.64,4795.92,4445.59,4558.4,1814504320.0,5,-0.040314617812202136,0.0626026881831793,0.0699263692323856,0.0882570531358774,0.0135699836520999,0.1191405794655675,0.7309644670050761,0.7848101265822784,0.784688995215311,0.07359537018381408,0.010789896084384113,0.07069933473382194,0.034596946636077895,0.7668211962675552,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2015-05-11/2015-05-17,2015-05-11,2015-05-17,2015-05-15,0.8769230769230769,0.0875214654366962,0.2461538461538461,0.4391263077102665,0.4391263077102665,1,2015-05-15,4582.09,4758.0,4535.15,4617.47,1787779072.0,5,0.012958494208494375,0.3408937110714486,0.0626026881831793,0.0699263692323856,0.0882570531358774,0.0135699836520999,0.8571428571428571,0.7309644670050761,0.7848101265822784,0.15780758949567117,0.1294959587819194,0.11504996105499816,0.11559264692930357,0.7909724835767372,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2015-05-18/2015-05-24,2015-05-18,2015-05-24,2015-05-22,0.859504132231405,0.0470440003180828,0.28099173553719,0.2085891665739791,0.2085891665739791,1,2015-05-22,4582.06,4951.99,4565.06,4951.33,1708048416.0,5,0.07230366412775813,0.4391263077102665,0.3408937110714486,0.0626026881831793,0.0699263692323856,0.0882570531358774,0.8769230769230769,0.8571428571428571,0.7309644670050761,0.2808742356549648,0.15946632264608318,0.2001612258666315,0.15831358487455593,0.8216768003570034,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2015-05-25/2015-05-31,2015-05-25,2015-05-31,2015-05-29,0.9,0.0688663666743962,0.1999999999999999,0.3864022214059834,0.3864022214059834,1,2015-05-29,4949.11,5226.84,4665.52,4840.83,2424192544.0,5,-0.022317235974980476,0.2085891665739791,0.4391263077102665,0.3408937110714486,0.0626026881831793,0.0699263692323856,0.859504132231405,0.8769230769230769,0.8571428571428571,0.32953639511856475,0.09445840294388244,0.2242276485542518,0.14830271648508814,0.8645233554324463,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2015-06-01/2015-06-07,2015-06-01,2015-06-07,2015-06-05,0.8976377952755905,0.0242452787012558,0.2047244094488188,0.1259963007115425,0.1259963007115425,1,2015-06-05,4862.76,5288.34,4835.77,5230.55,2273463680.0,5,0.08050685522937195,0.3864022214059834,0.2085891665739791,0.4391263077102665,0.3408937110714486,0.0626026881831793,0.9,0.859504132231405,0.8769230769230769,0.3447058985634097,0.09862650375623233,0.2875228189889714,0.13596234247890712,0.8788090697181606,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2015-06-08/2015-06-14,2015-06-08,2015-06-14,2015-06-12,0.935897435897436,0.0523811847899178,0.1282051282051282,0.3415100420196637,0.3415100420196637,1,2015-06-12,5259.41,5380.43,5202.59,5335.12,2472376288.0,5,0.01999216143617777,0.1259963007115425,0.3864022214059834,0.2085891665739791,0.4391263077102665,0.3408937110714486,0.8976377952755905,0.9,0.859504132231405,0.24032922956383498,0.10865353064406093,0.30020154149464406,0.11586785033391517,0.8857139758356651,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2015-06-15/2015-06-21,2015-06-15,2015-06-21,2015-06-19,0.8775510204081632,-0.0207088204429446,0.2448979591836735,0.0952596979143702,0.0952596979143702,1,2015-06-19,5354.01,5362.45,4634.69,4637.05,2007046080.0,5,-0.13084429216212567,0.3415100420196637,0.1259963007115425,0.3864022214059834,0.2085891665739791,0.4391263077102665,0.935897435897436,0.8976377952755905,0.9,0.2846361880457299,0.11366262162665458,0.3003248076842871,0.11591139485227792,0.9111784103910088,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2015-06-29/2015-07-05,2015-06-29,2015-07-05,2015-06-29,0.8629032258064516,-0.0398683370888457,0.2741935483870967,0.1787585078407606,0.1787585078407606,1,2015-07-03,4446.84,4526.13,3785.9,3885.92,2370792256.0,5,-0.10384000701076279,0.0952596979143702,0.3415100420196637,0.1259963007115425,0.3864022214059834,0.2085891665739791,0.8775510204081632,0.935897435897436,0.8976377952755905,0.18758868021519212,0.10955979768353297,0.2315514857251078,0.11516444855248069,0.90369541719373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2015-07-06/2015-07-12,2015-07-06,2015-07-12,2015-07-06,0.8974358974358975,0.003938528088987,0.2051282051282051,0.009498730193416,0.009498730193416,1,2015-07-10,4218.27,4218.27,3537.83,4106.56,2913519040.0,5,0.05677934697574849,0.1787585078407606,0.0952596979143702,0.3415100420196637,0.1259963007115425,0.3864022214059834,0.8629032258064516,0.8775510204081632,0.935897435897436,0.20517608259159817,0.1022520551864554,0.2255853539784641,0.11695820435094939,0.8921172273706836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2015-07-13/2015-07-19,2015-07-13,2015-07-19,2015-07-13,0.8787878787878788,-0.0146590160991082,0.2424242424242424,0.0644183789918075,0.0644183789918075,1,2015-07-17,4132.23,4278.16,3856.32,4151.5,2040109056.0,5,0.010943466064053498,0.009498730193416,0.1787585078407606,0.0952596979143702,0.3415100420196637,0.1259963007115425,0.8974358974358975,0.8629032258064516,0.8775510204081632,0.09450564531618227,0.06910207198436105,0.1502046557359506,0.11028710134641169,0.8792967145501708,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2015-07-20/2015-07-26,2015-07-20,2015-07-26,2015-07-20,0.8295454545454546,-0.0496240510641432,0.3409090909090909,0.1805703293568379,0.1805703293568379,1,2015-07-24,4157.06,4299.65,4081.7,4176.28,1736511520.0,5,0.005968926893893611,0.0644183789918075,0.009498730193416,0.1787585078407606,0.0952596979143702,0.3415100420196637,0.8787878787878788,0.8974358974358975,0.8629032258064516,0.08422520567532804,0.07050508667115381,0.13788907139200363,0.11561236642586205,0.8797090006767426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2015-07-27/2015-08-02,2015-07-27,2015-08-02,2015-07-27,0.8208092485549133,-0.0463588655890073,0.3583815028901734,0.1572454991004392,0.1572454991004392,1,2015-07-31,4097.8,4156.31,3627.42,3816.7,1519480000.0,5,-0.08610054881377682,0.1805703293568379,0.0644183789918075,0.009498730193416,0.1787585078407606,0.0952596979143702,0.8295454545454546,0.8787878787878788,0.8974358974358975,0.08482914618068711,0.07131536801658565,0.10570112885943846,0.06634902897955737,0.8685897435897436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2015-08-03/2015-08-09,2015-08-03,2015-08-09,2015-08-03,0.8152866242038217,-0.0413579956272143,0.3694267515923567,0.1333126103349067,0.1333126103349067,1,2015-08-07,3766.07,3962.28,3742.58,3906.94,997153696.0,5,0.023643461629156093,0.1572454991004392,0.1805703293568379,0.0644183789918075,0.009498730193416,0.1787585078407606,0.8208092485549133,0.8295454545454546,0.8787878787878788,0.13407806914969486,0.05016882332878371,0.11809828909665225,0.06897871982905406,0.8430475272960822,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-08-10/2015-08-16,2015-08-10,2015-08-16,2015-08-10,0.7951219512195122,-0.0409853503035048,0.4097560975609756,0.1100078677950229,0.1100078677950229,1,2015-08-14,3947.47,4113.16,3932.84,4073.54,1380190880.0,5,0.042642067705160436,0.1333126103349067,0.1572454991004392,0.1805703293568379,0.0644183789918075,0.009498730193416,0.8152866242038217,0.8208092485549133,0.8295454545454546,0.15704281293072794,0.01929341533704275,0.10900910959548146,0.06313329780537508,0.8218804424347299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-08-17/2015-08-23,2015-08-17,2015-08-23,2015-08-17,0.8009950248756219,-0.0141957947553036,0.3980099502487562,0.0358404484506292,0.0358404484506292,1,2015-08-21,4058.11,4103.05,3578.17,3589.54,1276024880.0,5,-0.1188155756418251,0.1100078677950229,0.1333126103349067,0.1572454991004392,0.1805703293568379,0.0644183789918075,0.7951219512195122,0.8152866242038217,0.8208092485549133,0.13352199241012294,0.019285250555396666,0.12911093711580285,0.040018323352747485,0.8104059413260823,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-08-24/2015-08-30,2015-08-24,2015-08-30,2015-08-24,0.7731481481481481,-0.0349050640653192,0.4537037037037037,0.0724877645133353,0.0724877645133353,1,2015-08-28,3454.6,3468.15,2952.01,3342.29,1406581952.0,5,-0.0688806922335452,0.0358404484506292,0.1100078677950229,0.1333126103349067,0.1572454991004392,0.1805703293568379,0.8009950248756219,0.7951219512195122,0.8152866242038217,0.0930536421935196,0.04155951483442085,0.12339535100756718,0.04971568842173617,0.803801200099652,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-08-31/2015-09-06,2015-08-31,2015-09-06,2015-08-31,0.6947368421052632,-0.1014010950065127,0.6105263157894737,0.000818214634147,0.000818214634147,1,2015-09-02,3307.4,3387.02,3190.58,3365.83,980498336.0,3,0.007043075256784936,0.0724877645133353,0.0358404484506292,0.1100078677950229,0.1333126103349067,0.1572454991004392,0.7731481481481481,0.8009950248756219,0.7951219512195122,0.07277869358632914,0.030279420985722193,0.10177883803886667,0.04323074004694784,0.7897550414144274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2015-09-07/2015-09-13,2015-09-07,2015-09-13,2015-09-09,0.7480916030534351,-0.0179088885337012,0.5038167938931297,0.0236689089263437,0.0236689089263437,1,2015-09-11,3347.29,3426.65,3170.81,3347.19,832721968.0,5,-0.005538009941084332,0.000818214634147,0.0724877645133353,0.0358404484506292,0.1100078677950229,0.1333126103349067,0.6947368421052632,0.7731481481481481,0.8009950248756219,0.03638214253270383,0.029261478310004026,0.07049338114560823,0.04809798820924739,0.7562933383763445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2015-09-14/2015-09-20,2015-09-14,2015-09-20,2015-09-16,0.9032258064516128,0.1489829019059958,0.1935483870967742,0.8646874107907507,0.8646874107907507,1,2015-09-18,3367.64,3373.92,3131.37,3251.27,785028264.0,5,-0.02865687337737033,0.0236689089263437,0.000818214634147,0.0724877645133353,0.0358404484506292,0.1100078677950229,0.7480916030534351,0.6947368421052632,0.7731481481481481,0.032324962691275334,0.029892323931709503,0.04856464086389562,0.038494180702660884,0.7386588644356156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2015-09-21/2015-09-27,2015-09-21,2015-09-27,2015-09-23,0.8323699421965318,0.052569342256917,0.3352601156069364,0.1958138653189015,0.1958138653189015,1,2015-09-25,3222.6,3371.41,3201.91,3231.95,615612616.0,5,-0.005942293319226022,0.8646874107907507,0.0236689089263437,0.000818214634147,0.0724877645133353,0.0358404484506292,0.9032258064516128,0.7480916030534351,0.6947368421052632,0.2963915114504138,0.4019541519980362,0.1995005494630412,0.3334012215556415,0.7820180838701036,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2015-09-28/2015-10-04,2015-09-28,2015-10-04,2015-09-30,0.8148148148148148,0.0202087663631039,0.3703703703703703,0.0609224071896562,0.0609224071896562,1,2015-09-30,3226.61,3246.55,3159.04,3202.95,239929456.0,3,-0.00897291109082754,0.1958138653189015,0.8646874107907507,0.0236689089263437,0.000818214634147,0.0724877645133353,0.8323699421965318,0.9032258064516128,0.7480916030534351,0.36139006167866533,0.3627576213031581,0.23149523283669565,0.32369508393846624,0.8278957839005265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2015-10-12/2015-10-18,2015-10-12,2015-10-18,2015-10-14,0.7817460317460317,-0.0428795098830668,0.4365079365079365,0.1000607506883103,0.1000607506883103,1,2015-10-16,3351.14,3537.54,3347.25,3534.07,899131200.0,5,0.05806677604397459,0.0609224071896562,0.1958138653189015,0.8646874107907507,0.0236689089263437,0.000818214634147,0.8148148148148148,0.8323699421965318,0.9032258064516128,0.37380789443310275,0.3514455396916163,0.22918216137195985,0.3248622782651933,0.8501368544876531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2015-10-19/2015-10-25,2015-10-19,2015-10-25,2015-10-21,0.7920353982300885,-0.0410037505721593,0.415929203539823,0.1066859613040669,0.1066859613040669,1,2015-10-23,3548.95,3601.24,3417.41,3571.24,1051307984.0,5,0.010517618496520997,0.1000607506883103,0.0609224071896562,0.1958138653189015,0.8646874107907507,0.0236689089263437,0.7817460317460317,0.8148148148148148,0.8323699421965318,0.11893234106562267,0.05666291592441075,0.24903066858279246,0.31312295653082745,0.8096435962524594,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
