ts_code,trade_date,pb
801050.SI,20250613,2.21
801050.SI,20250616,2.2
801050.SI,20250617,2.19
801050.SI,20250618,2.18
801050.SI,20250619,2.14
801050.SI,20250620,2.13
801050.SI,20250623,2.15
801050.SI,20250624,2.17
801050.SI,20250625,2.19
801050.SI,20250626,2.19
801050.SI,20250627,2.24
801050.SI,20250630,2.24
801050.SI,20250701,2.28
801050.SI,20250702,2.3
801050.SI,20250703,2.3
801050.SI,20250704,2.27
801050.SI,20250707,2.25
801050.SI,20250708,2.28
801050.SI,20250709,2.23
801050.SI,20250710,2.25
801050.SI,20250711,2.29
801050.SI,20250714,2.3
801050.SI,20250715,2.28
801050.SI,20250716,2.27
801050.SI,20250717,2.28
801050.SI,20250718,2.33
801050.SI,20250721,2.39
801050.SI,20250722,2.43
801050.SI,20250723,2.43
801050.SI,20250724,2.49
801050.SI,20250725,2.49
801050.SI,20250728,2.48
801050.SI,20250729,2.47
801050.SI,20250730,2.45
801050.SI,20250731,2.38
801050.SI,20250801,2.37
801050.SI,20250804,2.42
801050.SI,20250805,2.43
801050.SI,20250806,2.45
801050.SI,20250807,2.48
801050.SI,20250808,2.51
801050.SI,20250811,2.52
801050.SI,20250812,2.51
801050.SI,20250813,2.57
801050.SI,20250814,2.54
801050.SI,20250815,2.6
801050.SI,20250818,2.6
801050.SI,20250819,2.59
801050.SI,20250820,2.62
801050.SI,20250821,2.61
801050.SI,20250822,2.63
801050.SI,20250825,2.76
801050.SI,20250826,2.74
801050.SI,20250827,2.72
801050.SI,20250828,2.75
801050.SI,20250829,2.82
801050.SI,20250901,2.91
801050.SI,20250902,2.88
801050.SI,20250903,2.86
801050.SI,20250904,2.76
801050.SI,20250905,2.88
801050.SI,20250908,2.88
801050.SI,20250909,2.9
801050.SI,20250910,2.87
801050.SI,20250911,2.93
801050.SI,20250912,2.98
801050.SI,20250915,2.96
801050.SI,20250916,2.93
801050.SI,20250917,2.94
801050.SI,20250918,2.83
801050.SI,20250919,2.87
801050.SI,20250922,2.89
801050.SI,20250923,2.87
801050.SI,20250924,2.91
801050.SI,20250925,2.97
801050.SI,20250926,2.97
801050.SI,20250929,3.08
801050.SI,20250930,3.18
801050.SI,20251009,3.43
801050.SI,20251010,3.33
801050.SI,20251013,3.44
801050.SI,20251014,3.31
801050.SI,20251015,3.36
801050.SI,20251016,3.29
801050.SI,20251017,3.22
801050.SI,20251020,3.08
801050.SI,20251021,3.12
801050.SI,20251022,3.08
801050.SI,20251023,3.13
801050.SI,20251024,3.17
801050.SI,20251027,3.21
801050.SI,20251028,3.11
801050.SI,20251029,3.23
801050.SI,20251030,3.23
801050.SI,20251031,3.16
801050.SI,20251103,3.13
801050.SI,20251104,3.03
801050.SI,20251105,3.05
801050.SI,20251106,3.14
801050.SI,20251107,3.16
801050.SI,20251110,3.17
801050.SI,20251111,3.13
801050.SI,20251112,3.13
801050.SI,20251113,3.26
801050.SI,20251114,3.19
801050.SI,20251117,3.17
801050.SI,20251118,3.08
801050.SI,20251119,3.16
801050.SI,20251120,3.14
801050.SI,20251121,2.98
801050.SI,20251124,2.96
801050.SI,20251125,3.04
801050.SI,20251126,3.03
801050.SI,20251127,3.03
801050.SI,20251128,3.08
801050.SI,20251201,3.17
801050.SI,20251202,3.12
801050.SI,20251203,3.14
801050.SI,20251204,3.15
801050.SI,20251205,3.24
801050.SI,20251208,3.27
801050.SI,20251209,3.17
801050.SI,20251210,3.21
801050.SI,20251211,3.19
801050.SI,20251212,3.24
801050.SI,20251215,3.22
801050.SI,20251216,3.13
801050.SI,20251217,3.23
801050.SI,20251218,3.23
801050.SI,20251219,3.29
801050.SI,20251222,3.37
801050.SI,20251223,3.38
801050.SI,20251224,3.4
801050.SI,20251225,3.37
801050.SI,20251226,3.5
801050.SI,20251229,3.43
801050.SI,20251230,3.47
801050.SI,20251231,3.51
801080.SI,20221010,2.49
801080.SI,20221011,2.48
801080.SI,20221012,2.59
801080.SI,20221013,2.57
801080.SI,20221014,2.64
801080.SI,20221017,2.7
801080.SI,20221018,2.69
801080.SI,20221019,2.66
801080.SI,20221020,2.72
801080.SI,20221021,2.68
801080.SI,20221024,2.67
801080.SI,20221025,2.65
801080.SI,20221026,2.71
801080.SI,20221027,2.67
801080.SI,20221028,2.57
801080.SI,20221031,2.62
801080.SI,20221101,2.67
801080.SI,20221102,2.7
801080.SI,20221103,2.74
801080.SI,20221104,2.78
801080.SI,20221107,2.78
801080.SI,20221108,2.75
801080.SI,20221109,2.73
801080.SI,20221110,2.66
801080.SI,20221111,2.69
801080.SI,20221114,2.69
801080.SI,20221115,2.84
801080.SI,20221116,2.81
801080.SI,20221117,2.84
801080.SI,20221118,2.79
801080.SI,20221121,2.78
801080.SI,20221122,2.76
801080.SI,20221123,2.74
801080.SI,20221124,2.72
801080.SI,20221125,2.69
801080.SI,20221128,2.66
801080.SI,20221129,2.7
801080.SI,20221130,2.69
801080.SI,20221201,2.72
801080.SI,20221202,2.71
801080.SI,20221205,2.72
801080.SI,20221206,2.75
801080.SI,20221207,2.73
801080.SI,20221208,2.69
801080.SI,20221209,2.71
801080.SI,20221212,2.75
801080.SI,20221213,2.7
801080.SI,20221214,2.7
801080.SI,20221215,2.74
801080.SI,20221216,2.7
801080.SI,20221219,2.63
801080.SI,20221220,2.64
801080.SI,20221221,2.61
801080.SI,20221222,2.59
801080.SI,20221223,2.56
801080.SI,20221226,2.63
801080.SI,20221227,2.65
801080.SI,20221228,2.61
801080.SI,20221229,2.6
801080.SI,20221230,2.59
801080.SI,20230103,2.64
801080.SI,20230104,2.61
801080.SI,20230105,2.65
801080.SI,20230106,2.65
801080.SI,20230109,2.67
801080.SI,20230110,2.7
801080.SI,20230111,2.67
801080.SI,20230112,2.68
801080.SI,20230113,2.68
801080.SI,20230116,2.74
801080.SI,20230117,2.78
801080.SI,20230118,2.78
801080.SI,20230119,2.83
801080.SI,20230120,2.83
801080.SI,20230130,2.88
801080.SI,20230131,2.84
801080.SI,20230201,2.89
801080.SI,20230202,2.91
801080.SI,20230203,2.92
801080.SI,20230206,2.89
801080.SI,20230207,2.89
801080.SI,20230208,2.86
801080.SI,20230209,2.95
801080.SI,20230210,2.94
801080.SI,20230213,2.95
801080.SI,20230214,2.95
801080.SI,20230215,3.0
801080.SI,20230216,2.93
801080.SI,20230217,2.85
801080.SI,20230220,2.89
801080.SI,20230221,2.89
801080.SI,20230222,2.88
801080.SI,20230223,2.88
801080.SI,20230224,2.86
801080.SI,20230227,2.82
801080.SI,20230228,2.84
801080.SI,20230301,2.88
801080.SI,20230302,2.86
801080.SI,20230303,2.88
801080.SI,20230306,2.88
801080.SI,20230307,2.8
801080.SI,20230308,2.83
801080.SI,20230309,2.85
801080.SI,20230310,2.82
801080.SI,20230313,2.82
801080.SI,20230314,2.84
801080.SI,20230315,2.85
801080.SI,20230316,2.81
801080.SI,20230317,2.85
801080.SI,20230320,2.88
801080.SI,20230321,2.89
801080.SI,20230322,2.93
801080.SI,20230323,3.01
801080.SI,20230324,3.03
801080.SI,20230327,3.0
801080.SI,20230328,2.92
801080.SI,20230329,2.96
801080.SI,20230330,2.97
801080.SI,20230331,2.95
801080.SI,20230403,3.03
801080.SI,20230404,3.04
801080.SI,20230406,3.14
801080.SI,20230407,3.14
801080.SI,20230410,3.07
801080.SI,20230411,3.07
801080.SI,20230412,3.12
801080.SI,20230413,3.02
801080.SI,20230414,3.08
801080.SI,20230417,3.05
801080.SI,20230418,3.02
801080.SI,20230419,3.0
801080.SI,20230420,3.05
801080.SI,20230421,2.89
801080.SI,20230424,2.82
801080.SI,20230425,2.74
801080.SI,20230426,2.71
801080.SI,20230427,2.69
801080.SI,20230428,2.71
801080.SI,20230504,2.67
801080.SI,20230505,2.65
801080.SI,20230508,2.65
801080.SI,20230509,2.64
801080.SI,20230510,2.63
801080.SI,20230511,2.64
801080.SI,20230512,2.61
801080.SI,20230515,2.64
801080.SI,20230516,2.65
801080.SI,20230517,2.68
801080.SI,20230518,2.69
801080.SI,20230519,2.74
801080.SI,20230522,2.72
801080.SI,20230523,2.69
801080.SI,20230524,2.69
801080.SI,20230525,2.71
801080.SI,20230526,2.74
801080.SI,20230529,2.75
801080.SI,20230530,2.76
801080.SI,20230531,2.78
801080.SI,20230601,2.79
801080.SI,20230602,2.75
801080.SI,20230605,2.77
801080.SI,20230606,2.67
801080.SI,20230607,2.7
801080.SI,20230608,2.66
801080.SI,20230609,2.7
801080.SI,20230612,2.73
801080.SI,20230613,2.77
801080.SI,20230614,2.77
801080.SI,20230615,2.76
801080.SI,20230616,2.8
801080.SI,20230619,2.85
801080.SI,20230620,2.85
801080.SI,20230621,2.76
801080.SI,20230626,2.71
801080.SI,20230627,2.72
801080.SI,20230628,2.68
801080.SI,20230629,2.72
801080.SI,20230630,2.77
801080.SI,20230703,2.78
801080.SI,20230704,2.83
801080.SI,20230705,2.81
801080.SI,20230706,2.83
801080.SI,20230707,2.79
801080.SI,20230710,2.78
801080.SI,20230711,2.84
801080.SI,20230712,2.78
801080.SI,20230713,2.86
801080.SI,20230714,2.89
801080.SI,20230717,2.88
801080.SI,20230718,2.88
801080.SI,20230719,2.85
801080.SI,20230720,2.77
801080.SI,20230721,2.76
801080.SI,20230724,2.76
801080.SI,20230725,2.8
801080.SI,20230726,2.76
801080.SI,20230727,2.72
801080.SI,20230728,2.74
801080.SI,20230731,2.76
801080.SI,20230801,2.77
801080.SI,20230802,2.78
801080.SI,20230803,2.77
801080.SI,20230804,2.78
801080.SI,20230807,2.78
801080.SI,20230808,2.76
801080.SI,20230809,2.72
801080.SI,20230810,2.72
801080.SI,20230811,2.66
801080.SI,20230814,2.65
801080.SI,20230815,2.62
801080.SI,20230816,2.57
801080.SI,20230817,2.59
801080.SI,20230818,2.53
801080.SI,20230821,2.51
801080.SI,20230822,2.55
801080.SI,20230823,2.48
801080.SI,20230824,2.51
801080.SI,20230825,2.44
801080.SI,20230828,2.46
801080.SI,20230829,2.55
801080.SI,20230830,2.6
801080.SI,20230831,2.62
801080.SI,20230901,2.61
801080.SI,20230904,2.65
801080.SI,20230905,2.65
801080.SI,20230906,2.73
801080.SI,20230907,2.66
801080.SI,20230908,2.68
801080.SI,20230911,2.69
801080.SI,20230912,2.68
801080.SI,20230913,2.64
801080.SI,20230914,2.61
801080.SI,20230915,2.62
801080.SI,20230918,2.6
801080.SI,20230919,2.58
801080.SI,20230920,2.55
801080.SI,20230921,2.55
801080.SI,20230922,2.62
801080.SI,20230925,2.6
801080.SI,20230926,2.57
801080.SI,20230927,2.57
801080.SI,20230928,2.62
801080.SI,20231009,2.66
801080.SI,20231010,2.69
801080.SI,20231011,2.73
801080.SI,20231012,2.74
801080.SI,20231013,2.76
801080.SI,20231016,2.7
801080.SI,20231017,2.7
801080.SI,20231018,2.66
801080.SI,20231019,2.64
801080.SI,20231020,2.57
801080.SI,20231023,2.52
801080.SI,20231024,2.55
801080.SI,20231025,2.57
801080.SI,20231026,2.57
801080.SI,20231027,2.61
801080.SI,20231030,2.71
801080.SI,20231031,2.68
801080.SI,20231101,2.66
801080.SI,20231102,2.62
801080.SI,20231103,2.69
801080.SI,20231106,2.78
801080.SI,20231107,2.79
801080.SI,20231108,2.78
801080.SI,20231109,2.74
801080.SI,20231110,2.75
801080.SI,20231113,2.76
801080.SI,20231114,2.78
801080.SI,20231115,2.79
801080.SI,20231116,2.75
801080.SI,20231117,2.77
801080.SI,20231120,2.76
801080.SI,20231121,2.73
801080.SI,20231122,2.68
801080.SI,20231123,2.72
801080.SI,20231124,2.67
801080.SI,20231127,2.69
801080.SI,20231128,2.71
801080.SI,20231129,2.71
801080.SI,20231130,2.68
801080.SI,20231201,2.69
801080.SI,20231204,2.67
801080.SI,20231205,2.59
801080.SI,20231206,2.59
801080.SI,20231207,2.58
801080.SI,20231208,2.62
801080.SI,20231211,2.65
801080.SI,20231212,2.65
801080.SI,20231213,2.63
801080.SI,20231214,2.61
801080.SI,20231215,2.6
801080.SI,20231218,2.56
801080.SI,20231219,2.59
801080.SI,20231220,2.56
801080.SI,20231221,2.57
801080.SI,20231222,2.55
801080.SI,20231225,2.57
801080.SI,20231226,2.52
801080.SI,20231227,2.56
801080.SI,20231228,2.61
801080.SI,20231229,2.67
801080.SI,20240102,2.63
801080.SI,20240103,2.58
801080.SI,20240104,2.54
801080.SI,20240105,2.5
801080.SI,20240108,2.44
801080.SI,20240109,2.44
801080.SI,20240110,2.4
801080.SI,20240111,2.44
801080.SI,20240112,2.4
801080.SI,20240115,2.41
801080.SI,20240116,2.4
801080.SI,20240117,2.33
801080.SI,20240118,2.36
801080.SI,20240119,2.35
801080.SI,20240122,2.25
801080.SI,20240123,2.27
801080.SI,20240124,2.27
801080.SI,20240125,2.34
801080.SI,20240126,2.28
801080.SI,20240129,2.21
801080.SI,20240130,2.13
801080.SI,20240131,2.05
801080.SI,20240201,2.07
801080.SI,20240202,1.99
801080.SI,20240205,1.92
801080.SI,20240206,2.03
801080.SI,20240207,2.07
801080.SI,20240208,2.16
801080.SI,20240219,2.2
801080.SI,20240220,2.2
801080.SI,20240221,2.22
801080.SI,20240222,2.26
801080.SI,20240223,2.29
801080.SI,20240226,2.3
801080.SI,20240227,2.38
801080.SI,20240228,2.26
801080.SI,20240229,2.37
801080.SI,20240301,2.44
801080.SI,20240304,2.46
801080.SI,20240305,2.46
801080.SI,20240306,2.45
801080.SI,20240307,2.4
801080.SI,20240308,2.48
801080.SI,20240311,2.51
801080.SI,20240312,2.51
801080.SI,20240313,2.51
801080.SI,20240314,2.46
801080.SI,20240315,2.49
801080.SI,20240318,2.56
801080.SI,20240319,2.56
801080.SI,20240320,2.57
801080.SI,20240321,2.56
801080.SI,20240322,2.55
801080.SI,20240325,2.47
801080.SI,20240326,2.46
801080.SI,20240327,2.37
801080.SI,20240328,2.43
801080.SI,20240329,2.45
801080.SI,20240401,2.51
801080.SI,20240402,2.47
801080.SI,20240403,2.45
801080.SI,20240408,2.39
801080.SI,20240409,2.41
801080.SI,20240410,2.34
801080.SI,20240411,2.33
801080.SI,20240412,2.34
801080.SI,20240415,2.33
801080.SI,20240416,2.23
801080.SI,20240417,2.34
801080.SI,20240418,2.32
801080.SI,20240419,2.27
801080.SI,20240422,2.26
801080.SI,20240423,2.26
801080.SI,20240424,2.31
801080.SI,20240425,2.31
801080.SI,20240426,2.38
801080.SI,20240429,2.44
801080.SI,20240430,2.41
801080.SI,20240506,2.69
801080.SI,20240507,2.67
801080.SI,20240508,2.63
801080.SI,20240509,2.67
801080.SI,20240510,2.62
801080.SI,20240513,2.6
801080.SI,20240514,2.6
801080.SI,20240515,2.58
801080.SI,20240516,2.59
801080.SI,20240517,2.63
801080.SI,20240520,2.64
801080.SI,20240521,2.63
801080.SI,20240522,2.65
801080.SI,20240523,2.61
801080.SI,20240524,2.54
801080.SI,20240527,2.6
801080.SI,20240528,2.57
801080.SI,20240529,2.57
801080.SI,20240530,2.61
801080.SI,20240531,2.61
801080.SI,20240603,2.65
801080.SI,20240604,2.64
801080.SI,20240605,2.64
801080.SI,20240606,2.63
801080.SI,20240607,2.62
801080.SI,20240611,2.69
801080.SI,20240612,2.7
801080.SI,20240613,2.72
801080.SI,20240614,2.74
801080.SI,20240617,2.8
801080.SI,20240618,2.82
801080.SI,20240619,2.81
801080.SI,20240620,2.79
801080.SI,20240621,2.79
801080.SI,20240624,2.72
801080.SI,20240625,2.64
801080.SI,20240626,2.72
801080.SI,20240627,2.68
801080.SI,20240628,2.72
801080.SI,20240701,2.71
801080.SI,20240702,2.67
801080.SI,20240703,2.68
801080.SI,20240704,2.64
801080.SI,20240705,2.64
801080.SI,20240708,2.63
801080.SI,20240709,2.75
801080.SI,20240710,2.77
801080.SI,20240711,2.82
801080.SI,20240712,2.81
801080.SI,20240715,2.78
801080.SI,20240716,2.87
801080.SI,20240717,2.8
801080.SI,20240718,2.79
801080.SI,20240719,2.82
801080.SI,20240722,2.83
801080.SI,20240723,2.72
801080.SI,20240724,2.68
801080.SI,20240725,2.64
801080.SI,20240726,2.67
801080.SI,20240729,2.66
801080.SI,20240730,2.67
801080.SI,20240731,2.77
801080.SI,20240801,2.77
801080.SI,20240802,2.69
801080.SI,20240805,2.56
801080.SI,20240806,2.59
801080.SI,20240807,2.57
801080.SI,20240808,2.58
801080.SI,20240809,2.59
801080.SI,20240812,2.57
801080.SI,20240813,2.6
801080.SI,20240814,2.59
801080.SI,20240815,2.6
801080.SI,20240816,2.61
801080.SI,20240819,2.59
801080.SI,20240820,2.56
801080.SI,20240821,2.57
801080.SI,20240822,2.53
801080.SI,20240823,2.54
801080.SI,20240826,2.54
801080.SI,20240827,2.48
801080.SI,20240828,2.49
801080.SI,20240829,2.53
801080.SI,20240830,2.62
801080.SI,20240902,2.54
801080.SI,20240903,2.56
801080.SI,20240904,2.53
801080.SI,20240905,2.53
801080.SI,20240906,2.48
801080.SI,20240909,2.46
801080.SI,20240910,2.48
801080.SI,20240911,2.46
801080.SI,20240912,2.44
801080.SI,20240913,2.42
801080.SI,20240918,2.39
801080.SI,20240919,2.41
801080.SI,20240920,2.42
801080.SI,20240923,2.41
801080.SI,20240924,2.5
801080.SI,20240925,2.51
801080.SI,20240926,2.59
801080.SI,20240927,2.76
801080.SI,20240930,3.11
801080.SI,20241008,3.52
801080.SI,20241009,3.4
801080.SI,20241010,3.3
801080.SI,20241011,3.16
801080.SI,20241014,3.29
801080.SI,20241015,3.22
801080.SI,20241016,3.17
801080.SI,20241017,3.19
801080.SI,20241018,3.46
801080.SI,20241021,3.55
801080.SI,20241022,3.54
801080.SI,20241023,3.49
801080.SI,20241024,3.48
801080.SI,20241025,3.51
801080.SI,20241028,3.51
801080.SI,20241029,3.49
801080.SI,20241030,3.48
801080.SI,20241031,3.56
801080.SI,20241101,3.39
801080.SI,20241104,3.46
801080.SI,20241105,3.61
801080.SI,20241106,3.61
801080.SI,20241107,3.68
801080.SI,20241108,3.71
801080.SI,20241111,3.88
801080.SI,20241112,3.82
801080.SI,20241113,3.81
801080.SI,20241114,3.67
801080.SI,20241115,3.56
801080.SI,20241118,3.45
801080.SI,20241119,3.56
801080.SI,20241120,3.58
801080.SI,20241121,3.58
801080.SI,20241122,3.44
801080.SI,20241125,3.41
801080.SI,20241126,3.38
801080.SI,20241127,3.48
801080.SI,20241128,3.46
801080.SI,20241129,3.52
801080.SI,20241202,3.58
801080.SI,20241203,3.54
801080.SI,20241204,3.52
801080.SI,20241205,3.53
801080.SI,20241206,3.59
801080.SI,20241209,3.55
801080.SI,20241210,3.59
801080.SI,20241211,3.63
801080.SI,20241212,3.64
801080.SI,20241213,3.59
801080.SI,20241216,3.53
801080.SI,20241217,3.49
801080.SI,20241218,3.57
801080.SI,20241219,3.64
801080.SI,20241220,3.72
801080.SI,20241223,3.63
801080.SI,20241224,3.68
801080.SI,20241225,3.65
801080.SI,20241226,3.74
801080.SI,20241227,3.7
801080.SI,20241230,3.7
801080.SI,20241231,3.55
801080.SI,20250102,3.42
801080.SI,20250103,3.35
801080.SI,20250106,3.31
801080.SI,20250107,3.46
801080.SI,20250108,3.44
801080.SI,20250109,3.47
801080.SI,20250110,3.41
801080.SI,20250113,3.39
801080.SI,20250114,3.55
801080.SI,20250115,3.52
801080.SI,20250116,3.49
801080.SI,20250117,3.55
801080.SI,20250120,3.58
801080.SI,20250121,3.65
801080.SI,20250122,3.64
801080.SI,20250123,3.59
801080.SI,20250124,3.65
801080.SI,20250127,3.54
801080.SI,20250205,3.59
801080.SI,20250206,3.73
801080.SI,20250207,3.76
801080.SI,20250210,3.8
801080.SI,20250211,3.78
801080.SI,20250212,3.88
801080.SI,20250213,3.78
801080.SI,20250214,3.77
801080.SI,20250217,3.83
801080.SI,20250218,3.74
801080.SI,20250219,3.87
801080.SI,20250220,3.9
801080.SI,20250221,4.04
801080.SI,20250224,4.04
801080.SI,20250225,4.03
801080.SI,20250226,4.07
801080.SI,20250227,4.04
801080.SI,20250228,3.84
801080.SI,20250303,3.81
801080.SI,20250304,3.88
801080.SI,20250305,3.91
801080.SI,20250306,3.99
801080.SI,20250307,3.95
801080.SI,20250310,3.95
801080.SI,20250311,3.94
801080.SI,20250312,3.94
801080.SI,20250313,3.84
801080.SI,20250314,3.92
801080.SI,20250317,3.94
801080.SI,20250318,3.96
801080.SI,20250319,3.9
801080.SI,20250320,3.86
801080.SI,20250321,3.76
801080.SI,20250324,3.77
801080.SI,20250325,3.7
801080.SI,20250326,3.71
801080.SI,20250327,3.73
801080.SI,20250328,3.68
801080.SI,20250331,3.66
801080.SI,20250401,3.66
801080.SI,20250402,3.66
801080.SI,20250403,3.57
801080.SI,20250407,3.18
801080.SI,20250408,3.13
801080.SI,20250409,3.23
801080.SI,20250410,3.31
801080.SI,20250411,3.43
801080.SI,20250414,3.46
801080.SI,20250415,3.42
801080.SI,20250416,3.4
801080.SI,20250417,3.41
801080.SI,20250418,3.4
801080.SI,20250421,3.45
801080.SI,20250422,3.43
801080.SI,20250423,3.45
801080.SI,20250424,3.4
801080.SI,20250425,3.41
801080.SI,20250428,3.37
801080.SI,20250429,3.38
801080.SI,20250430,3.42
801080.SI,20250506,3.51
801080.SI,20250507,3.49
801080.SI,20250508,3.51
801080.SI,20250509,3.44
801080.SI,20250512,3.5
801080.SI,20250513,3.47
801080.SI,20250514,3.48
801080.SI,20250515,3.41
801080.SI,20250516,3.41
801080.SI,20250519,3.42
801080.SI,20250520,3.44
801080.SI,20250521,3.41
801080.SI,20250522,3.39
801080.SI,20250523,3.34
801080.SI,20250526,3.37
801080.SI,20250527,3.32
801080.SI,20250528,3.31
801080.SI,20250529,3.38
801080.SI,20250530,3.32
801080.SI,20250603,3.33
801080.SI,20250604,3.37
801080.SI,20250605,3.45
801080.SI,20250606,3.44
801080.SI,20250609,3.46
801080.SI,20250610,3.4
801080.SI,20250611,3.41
801080.SI,20250612,3.4
801080.SI,20250613,3.37
801080.SI,20250616,3.4
801080.SI,20250617,3.4
801080.SI,20250618,3.45
801080.SI,20250619,3.43
801080.SI,20250620,3.41
801080.SI,20250623,3.44
801080.SI,20250624,3.5
801080.SI,20250625,3.56
801080.SI,20250626,3.54
801080.SI,20250627,3.58
801080.SI,20250630,3.63
801080.SI,20250701,3.63
801080.SI,20250702,3.56
801080.SI,20250703,3.62
801080.SI,20250704,3.6
801080.SI,20250707,3.58
801080.SI,20250708,3.66
801080.SI,20250709,3.63
801080.SI,20250710,3.63
801080.SI,20250711,3.64
801080.SI,20250714,3.64
801080.SI,20250715,3.68
801080.SI,20250716,3.66
801080.SI,20250717,3.74
801080.SI,20250718,3.73
801080.SI,20250721,3.74
801080.SI,20250722,3.73
801080.SI,20250723,3.73
801080.SI,20250724,3.78
801080.SI,20250725,3.83
801080.SI,20250728,3.87
801080.SI,20250729,3.93
801080.SI,20250730,3.9
801080.SI,20250731,3.88
801080.SI,20250801,3.84
801080.SI,20250804,3.87
801080.SI,20250805,3.89
801080.SI,20250806,3.93
801080.SI,20250807,3.95
801080.SI,20250808,3.67
801080.SI,20250811,3.97
801080.SI,20250812,4.04
801080.SI,20250813,4.13
801080.SI,20250814,4.1
801080.SI,20250815,4.18
801080.SI,20250818,4.29
801080.SI,20250819,4.27
801080.SI,20250820,4.37
801080.SI,20250821,4.35
801080.SI,20250822,4.57
801080.SI,20250825,4.66
801080.SI,20250826,4.64
801080.SI,20250827,4.62
801080.SI,20250828,4.86
801080.SI,20250829,4.82
801080.SI,20250901,4.89
801080.SI,20250902,4.7
801080.SI,20250903,4.65
801080.SI,20250904,4.41
801080.SI,20250905,4.61
801080.SI,20250908,4.61
801080.SI,20250909,4.48
801080.SI,20250910,4.56
801080.SI,20250911,4.84
801080.SI,20250912,4.9
801080.SI,20250915,4.9
801080.SI,20250916,4.96
801080.SI,20250917,5.02
801080.SI,20250918,5.07
801080.SI,20250919,5.04
801080.SI,20250922,5.23
801080.SI,20250923,5.22
801080.SI,20250924,5.37
801080.SI,20250925,5.37
801080.SI,20250926,5.22
801080.SI,20250929,5.31
801080.SI,20250930,5.37
801080.SI,20251009,5.49
801080.SI,20251010,5.22
801080.SI,20251013,5.23
801080.SI,20251014,4.99
801080.SI,20251015,5.1
801080.SI,20251016,5.07
801080.SI,20251017,4.86
801080.SI,20251020,4.91
801080.SI,20251021,5.08
801080.SI,20251022,5.05
801080.SI,20251023,5.02
801080.SI,20251024,5.25
801080.SI,20251027,5.39
801080.SI,20251028,5.34
801080.SI,20251029,5.37
801080.SI,20251030,5.21
801080.SI,20251031,4.99
801080.SI,20251103,4.99
801080.SI,20251104,4.92
801080.SI,20251105,4.91
801080.SI,20251106,5.06
801080.SI,20251107,5.0
801080.SI,20251110,4.97
801080.SI,20251111,4.88
801080.SI,20251112,4.86
801080.SI,20251113,4.9
801080.SI,20251114,4.75
801080.SI,20251117,4.76
801080.SI,20251118,4.77
801080.SI,20251119,4.73
801080.SI,20251120,4.69
801080.SI,20251121,4.48
801080.SI,20251124,4.51
801080.SI,20251125,4.6
801080.SI,20251126,4.68
801080.SI,20251127,4.69
801080.SI,20251128,4.75
801080.SI,20251201,4.83
801080.SI,20251202,4.79
801080.SI,20251203,4.75
801080.SI,20251204,4.79
801080.SI,20251205,4.81
801080.SI,20251208,4.93
801080.SI,20251209,4.97
801080.SI,20251210,4.95
801080.SI,20251211,4.86
801080.SI,20251212,4.95
801080.SI,20251215,4.83
801080.SI,20251216,4.76
801080.SI,20251217,4.88
801080.SI,20251218,4.8
801080.SI,20251219,4.79
801080.SI,20251222,4.91
801080.SI,20251223,4.94
801080.SI,20251224,5.05
801080.SI,20251225,5.07
801080.SI,20251226,5.03
801080.SI,20251229,5.05
801080.SI,20251230,5.08
801080.SI,20251231,5.03
801110.SI,20221010,2.45
801110.SI,20221011,2.45
801110.SI,20221012,2.48
801110.SI,20221013,2.44
801110.SI,20221014,2.48
801110.SI,20221017,2.47
801110.SI,20221018,2.47
801110.SI,20221019,2.38
801110.SI,20221020,2.34
801110.SI,20221021,2.33
801110.SI,20221024,2.26
801110.SI,20221025,2.25
801110.SI,20221026,2.27
801110.SI,20221027,2.27
801110.SI,20221028,2.19
801110.SI,20221031,2.08
801110.SI,20221101,2.15
801110.SI,20221102,2.19
801110.SI,20221103,2.18
801110.SI,20221104,2.25
801110.SI,20221107,2.26
801110.SI,20221108,2.25
801110.SI,20221109,2.25
801110.SI,20221110,2.23
801110.SI,20221111,2.32
801110.SI,20221114,2.35
801110.SI,20221115,2.39
801110.SI,20221116,2.37
801110.SI,20221117,2.36
801110.SI,20221118,2.36
801110.SI,20221121,2.32
801110.SI,20221122,2.31
801110.SI,20221123,2.32
801110.SI,20221124,2.31
801110.SI,20221125,2.33
801110.SI,20221128,2.31
801110.SI,20221129,2.37
801110.SI,20221130,2.37
801110.SI,20221201,2.39
801110.SI,20221202,2.37
801110.SI,20221205,2.43
801110.SI,20221206,2.43
801110.SI,20221207,2.45
801110.SI,20221208,2.46
801110.SI,20221209,2.53
801110.SI,20221212,2.51
801110.SI,20221213,2.5
801110.SI,20221214,2.51
801110.SI,20221215,2.49
801110.SI,20221216,2.48
801110.SI,20221219,2.46
801110.SI,20221220,2.41
801110.SI,20221221,2.41
801110.SI,20221222,2.42
801110.SI,20221223,2.4
801110.SI,20221226,2.4
801110.SI,20221227,2.44
801110.SI,20221228,2.41
801110.SI,20221229,2.39
801110.SI,20221230,2.39
801110.SI,20230103,2.4
801110.SI,20230104,2.45
801110.SI,20230105,2.51
801110.SI,20230106,2.49
801110.SI,20230109,2.49
801110.SI,20230110,2.5
801110.SI,20230111,2.52
801110.SI,20230112,2.51
801110.SI,20230113,2.56
801110.SI,20230116,2.63
801110.SI,20230117,2.63
801110.SI,20230118,2.62
801110.SI,20230119,2.61
801110.SI,20230120,2.61
